"NAME","Compañía telefónica","Tecnología","null","Memoria Interna","A prueba de agua","Clasificación Procesador","Cámara frontal","Cámara trasera","Procesador","Tipo de monitor","Resistencia máxima sumergible","Pantalla Touch","Cámaras Integradas","Internet / Multimedia","Garantía del fabricante - Partes","Garantía del fabricante - Mano de Obra","Modelo","Color de Producto","Gama de color","Nombre del Producto","Marca","EAN/UPC","Wireless Charging","Tipo de pantalla","Interfaz","Carga inalámbrica","Modelo de celular","Tarjeta de expansión","Phone Memory (RAM)","Ranura de la tarjeta multimedia","Alto Producto","Ancho Producto","Profundidad Producto","Peso Producto","A prueba de golpes","Salida de auriculares","Tipo de Batería","Usage Time(s)","Sincronización"
"Apple - iPhone XS Max 64 GB - Plata (AT&T)","AT&T","4G LTE","Sí","64 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Apple iPhone XS Max","Plata","Plata","Apple - iPhone XS Max 64 GB - Plata (AT&T)","Apple","190198783462","","Super Retina HD display","","","Apple iPhone XS Max","Nano SIM","","","","","","","","Sí","","",""
"Samsung - Galaxy S20 - Rosa (Telcel)","TELCEL","4G","Sí","128 GB","Sí","Samsung","10 megapixels","16 megapixels","Exynos 990","","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","","","Rosa","Samsung - Galaxy S20 - Rosa (Telcel)","Samsung","7506227336821","Sí","AMOLED","","Qi","Samsung Galaxy S20 5G","","8 GB","","","","","","","","","","Bixby, Google Assistant"
"Apple - iPhone XS Max - 256 GB - Dorado (AT&T)","AT&T","4G LTE","Sí","256 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Apple iPhone XS Max","Dorado","Dorado","Apple - iPhone XS Max - 256 GB - Dorado (AT&T)","Apple","190198784827","","Super Retina HD display","Lightning","","Apple iPhone XS Max","Nano SIM","","","","","","","","Sí","iones de Litio","",""
"Apple - iPhone 8 64 GB - Plata (AT&T)","AT&T","4G","Sí","64 GB","Sí","Apple","12 megapixels","7 megapixels","Chip A11 Bionic con arquitectura de 64 bits","Acelerómetro","0 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","iPhone 8","Plata","Plata","Apple - iPhone 8 64 GB - Plata (AT&T)","Apple","190198451156","","Super Retina HD display","Inalámbrico","","Apple iPhone 8","Nano SIM","","Ninguna","0.15 cm","6.73 cm","0.15 cm","0.15 kg","No","No","iones de Litio","",""
"Apple - iPhone XS 64 GB - Oro (Telcel)","TELCEL","4G LTE","Sí","64 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Apple iPhone XS","Oro","Oro Rosa","Apple - iPhone XS 64 GB - Oro (Telcel)","Apple","7506227331932","","Super Retina HD display","Lightning","","Apple iPhone XS","Nano SIM","","","","","","","","Sí","iones de Litio","",""
"Motorola - Moto G8 Power - Azul (Telcel)","TELCEL","3G, 4G, GSM","Sí","64 GB","No","MediaTek","8 megapixels","16 megapixels","Octa Core","Acelerómetro, Sensor Giroscópico, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","XT2041-1","Azul","Azul","Motorola - Moto G8 Power - Azul (Telcel)","Motorola","7506227336258","","IPS-LCD","","","","","4 GB","microSD","15.6 cm","0.9 cm","7.5 cm","0.197 kg","","","Polímero de litio","",""
"Motorola - Moto G9 Plus - Rosa - Telcel","TELCEL","4G","Sí","128 GB","No","Qualcomm","","","Qualcomm Snapdragon 730G","Acelerómetro, Sensor Giroscópico, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","XT2087-1","","Rosa","Motorola - Moto G9 Plus - Rosa - Telcel","Motorola","7506227337835","","LTPS-LCD","","","","","4 GB","","","","","0.223 kg","","","iones de Litio","48","Google Assistant"
"OPPO - A9 2020 - CPH1941 - Verde (Telcel)","TELCEL","3G","Sí","128 GB","No","Qualcomm","","","Qualcomm Snapdragon SDM665 Octacore 1.8","Acelerómetro, Sensor Geomagnético, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","","Sí","","Bluetooth, Wifi","1 año","1 año","","Verde","Verde","OPPO - A9 2020 - CPH1941 - Verde (Telcel)","Oppo","7506227336425","","TFT-LCD","","","","","8 GB","","16.3 cm","","9.1 cm","0.195 kg","","","iones de Litio","","SmartThings"
"Samsung -  Galaxy A6 Plus -  Lavanda (Telcel)","TELCEL","4G","Sí","32 GB","No","Qualcomm Snapdragon","24 megapixels","16 megapixels","450","Acelerómetro, Barómetro, Brújula, Sensor Giroscópico, Sensor de Gestos, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A6 Plus","Lavanda","Morado","Samsung -  Galaxy A6 Plus -  Lavanda (Telcel)","Samsung","7506227330669","","Super AMOLED Plus","","","","Nano SIM","3 GB","microSD","","","","","No","","iones de Litio","",""
"Samsung - Celular Note 20 Mystic 4G - Verde - Telcel","TELCEL","4G, GSM","Sí","256 GB","Sí","Samsung","","","Exynos 990","Acelerómetro, Barómetro, RGB light sensor, Sensor Giroscópico, Sensor de Proximidad","4.9 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi, Wireless A, Wireless AC, Wireless AX, Wireless B, Wireless G, Wireless N Dual Band","1 año","1 año","SM-N980","","Verde","Samsung - Celular Note 20 Mystic 4G - Verde - Telcel","Samsung","7506227338634","","","USB Type C","Qi","Samsung Galaxy Note20 5G","","8 GB","","","","","","","","iones de Litio","Todo el día","Bixby, SmartThings"
"Samsung - Galaxy A31 - Azul  (AT&T)","AT&T","2G, 3G, LTE","Sí","128 GB","No","Samsung","20 megapixels","48 megapixels","Chipset Mediatek MT6768, Octa-core (2x 2GHz + 6x 1.7GHz)","Acelerómetro, Sensor Geomagnético, Sensor Giroscópico, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","SM-A315G","Azul","Azul","Samsung - Galaxy A31 - Azul  (AT&T)","Samsung","7501882629332","","AMOLED","USB Type C","","","","4 GB","","15.9 cm","7.3 cm","0.86 cm","0.185 kg","No","","iones de Litio","20","SmartThings"
"Samsung - Galaxy J6 Plus - Negro (AT&T)","AT&T","4G LTE","Sí","32 GB","No","Qualcomm","8 megapixels","13 megapixels","425","Acelerómetro, Barómetro","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Samsung J6 Plus","Negro","Negro","Samsung - Galaxy J6 Plus - Negro (AT&T)","Samsung","7501882620469","","IPS-LCD","","","","","3 GB","microSD","","","","","","","iones de Litio","",""
"Samsung - Galaxy A71 - Negro (Telcel)","TELCEL","4G LTE","Sí","128 GB","No","","32 megapixels","","Octa - Core","Acelerómetro, Barómetro, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A71","Negro","Negro","Samsung - Galaxy A71 - Negro (Telcel)","Samsung","7506227336661","","Super AMOLED Plus","","","Samsung Galaxy A71","Nano SIM","6 GB","","16.3 cm","7.6 cm","0.7 cm","0.179 kg","","","","",""
"Huawei - Y7p - Azul Aurora (Telcel) - Best Buy","TELCEL","3G, 4G, GSM","Sí","64 GB","No","","8 megapixels","48 megapixels","","","","Sí","Sí. Frontal y trasera","Wireless B, Wireless G, Wireless N","1 Año","1 Año","ART-L28 Y7P VERDE","Azul Aurora","Azul","Huawei - Y7p - Azul Aurora (Telcel) - Best Buy","Huawei","7506227337057","","LCD","","","","","4 GB","microSD","15.9 cm","8.1 cm","0.8 cm","0.176 kg","","","","",""
"Samsung - Galaxy A71 - Azul (AT&T)","AT&T","4G LTE","Sí","128 GB","No","","32 megapixels","","Octa - Core","Acelerómetro, Barómetro, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A71","Azul","Azul","Samsung - Galaxy A71 - Azul (AT&T)","Samsung","7501882628458","","Super AMOLED Plus","","","Samsung Galaxy A71","Nano SIM","6 GB","","16.3 cm","7.6 cm","0.7 cm","0.179 kg","","","","",""
"Samsung - Galaxy A9 - Azul (Telcel)","TELCEL","4G LTE","Sí","128 GB","No","Qualcomm","24 megapixels","24 megapixels","Snapdragon 660","Acelerómetro, Barómetro, Brújula, Sensor Giroscópico, Sensor de Gestos, Sensor de Luz Ambiental, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Samsung Galaxy A9","Azul","Azul","Samsung - Galaxy A9 - Azul (Telcel)","Samsung","7506227332595","","Super AMOLED","USB Type C","","","Micro SIM","6 GB","microSD","","","","","No","","iones de Litio","",""
"Huawei - Y9S - Negro (Telcel)","TELCEL","4G LTE","Sí","128 GB","No","","16 megapixels","48 megapixels","Huawei Kirin 710F","Acelerómetro, Barómetro, Brújula, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","STK-LX3S Y9S NEGRO","Negro","Negro","Huawei - Y9S - Negro (Telcel)","Huawei","7506227336081","","LCD","USB Type C","","","","6 GB","","","","","","","","iones de Litio","",""
"Samsung - Galaxy A31 - Rojo (AT&T)","AT&T","2G, 3G, LTE","Sí","128 GB","No","Samsung","20 megapixels","48 megapixels","Chipset Mediatek MT6768, Octa-core (2x 2GHz + 6x 1.7GHz)","Acelerómetro, Sensor Geomagnético, Sensor Giroscópico, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","SM-A315G","Rojo","Rojo","Samsung - Galaxy A31 - Rojo (AT&T)","Samsung","7501882630383","","AMOLED","USB Type C","","","","4 GB","","15.9 cm","7.3 cm","0.86 cm","0.185 kg","No","","iones de Litio","20","SmartThings"
"Samsung - Galaxy A20s - Rojo (AT&T)","AT&T","4G LTE","No","32 GB","No","","8 megapixels","13 megapixels","","Acelerómetro, Sensor Geomagnético, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A20s","Rojo","Rojo","Samsung - Galaxy A20s - Rojo (AT&T)","Samsung","7501882623590","","Super AMOLED","USB Type C","","","Nano SIM","","microSD","","","","","","","iones de Litio","",""
"Samsung - Galaxy A30s Negro (AT&T)","AT&T","4G LTE","Sí","32 GB","No","","16 megapixels","5 megapixels","Exynos 7904","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A30s","Negro","Negro","Samsung - Galaxy A30s Negro (AT&T)","Samsung","7501882623637","","Super AMOLED","USB Type C","","","Nano SIM","4 GB","","","","","","","","","",""
"Honor - Honor 9X Lite - Negro (AT&T)","AT&T","4G LTE","Sí","128 GB","No","ARM","8 megapixels","48 megapixels","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","JSN-L23","","Negro","Honor - Honor 9X Lite - Negro (AT&T)","Honor","7501882631021","","","","","","","4 GB","","","","","","","","","",""
"Motorola - Moto One Zoom - Bronce (AT&T)","AT&T","4G LTE","Sí","128 GB","No","Qualcomm Snapdragon","25 megapixels","48 megapixels","675","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","XT2010-1","Bronce","Bronce","Motorola - Moto One Zoom - Bronce (AT&T)","Motorola","7501882623743","","OLED","USB","","Motorola One","","4 GB","","","","","","","","iones de Litio","",""
"Motorola - Moto One Vision - Azul (AT&T)","AT&T","4G LTE","Sí","128 GB","No","","25 megapixels","48 megapixels","Exynos 9609","Acelerómetro, Barómetro, Sensor de Luz Ambiental, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","XT1970-2","Azul","Azul","Motorola - Moto One Vision - Azul (AT&T)","Motorola","7501882622821","","IPS-LCD","USB 2.0","","","","4 GB","microSD","","","","","","","iones de Litio","",""
"Motorola - Moto G8 Plus - Rojo (Telcel)","TELCEL","4G LTE","Sí","64 GB","No","","25 megapixels","48 megapixels","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","","","Rojo","Motorola - Moto G8 Plus - Rojo (Telcel)","Motorola","7506227334988","","","USB Type C","","","","","","","","","","","","iones de Litio","",""
"Samsung - Galaxy A7 - Azul (Telcel)","TELCEL","4G LTE","No","64 GB","No","Samsung Exynos","24 megapixels","","Exynos 7885","","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Samsung Galaxy A7","Azul","Azul","Samsung - Galaxy A7 - Azul (Telcel)","Samsung","7506227332458","","","Micro USB","","Samsung Galaxy A7","","4 GB","","","","","","","","iones de Litio","",""
"Samsung - Galaxy Note 8 - Violeta- Telcel","TELCEL","LTE","Sí","64 GB","Sí","Samsung","8 megapixels","12 megapixels","Octa core 2.3","Acelerómetro, Brújula, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de huellas dactilares","0 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","SM_N950F","Morado","Morado","Samsung - Galaxy Note 8 - Violeta- Telcel","Samsung","7506227327980","","Super AMOLED","Micro USB","","Samsung Galaxy Note8","Nano SIM","6 GB","microSD","16.26 cm","7.47 cm","0.86 cm","0.21 kg","No","Sí","iones de Litio","",""
"Samsung - Galaxy A7 - Azul (AT&T)","AT&T","4G LTE","No","64 GB","No","Samsung Exynos","24 megapixels","24 megapixels","Exynos 7885","Acelerómetro, Barómetro, Brújula, Sensor Geomagnético, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad, Sensor de huellas dactilares, Sensor de ritmo cardíaco","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Samsung Galaxy A7","Azul","Azul","Samsung - Galaxy A7 - Azul (AT&T)","Samsung","7501882620490","","Super AMOLED Plus","Micro USB","","Samsung Galaxy A7","Nano SIM","4 GB","","","","","","","","iones de Litio","","Bixby, Google Assistant"
"Motorola - Moto G8 Play - Frambuesa (AT&T)","AT&T","4G LTE","Sí","32 GB","No","MediaTek","13 megapixels","8 megapixels","Helio P70","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","XT2015-2","Frambuesa","Rojo","Motorola - Moto G8 Play - Frambuesa (AT&T)","Motorola","7501882625341","","","USB Type C","","","","2 GB","","","","","","","","iones de Litio","",""
"Apple - iPhone XS Max 64 GB - Gris Espacial (Telcel)","TELCEL","4G LTE","Sí","64 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Apple iPhone XS Max","Gris Espacial","Gris","Apple - iPhone XS Max 64 GB - Gris Espacial (Telcel)","Apple","7506227332007","","Super AMOLED HD","Lightning","","Apple iPhone XS Max","Nano SIM","","","","","","","","Sí","iones de Litio","",""
"Samsung - Celular Note 20 Mystic 4G - Bronce - Telcel","TELCEL","4G, GSM","Sí","256 GB","Sí","Samsung","","","Exynos 990","Acelerómetro, Barómetro, RGB light sensor, Sensor Giroscópico, Sensor de Proximidad","4.9 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi, Wireless A, Wireless AC, Wireless AX, Wireless B, Wireless G, Wireless N Dual Band","1 año","1 año","SM-N980","","Bronce","Samsung - Celular Note 20 Mystic 4G - Bronce - Telcel","Samsung","7506227338610","","","USB Type C","Qi","Samsung Galaxy Note20 5G","","8 GB","","","","","","","","iones de Litio","Todo el día","Bixby, SmartThings"
"Samsung - Galaxy A71 - Azul (Telcel)","TELCEL","4G LTE","Sí","128 GB","No","","32 megapixels","","Octa - Core","Acelerómetro, Barómetro, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A71","Azul","Azul","Samsung - Galaxy A71 - Azul (Telcel)","Samsung","7506227336876","","Super AMOLED Plus","","","Samsung Galaxy A71","Nano SIM","6 GB","","16.3 cm","7.6 cm","0.7 cm","0.179 kg","","","","",""
"Apple - iPhone XS Max - 256 GB - Gris Espacial (AT&T)","AT&T","4G LTE","Sí","256 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Apple iPhone XS Max","Gris Espacial","Gris","Apple - iPhone XS Max - 256 GB - Gris Espacial (AT&T)","Apple","190198784148","","Super Retina HD display","Lightning","","Apple iPhone XS Max","Nano SIM","","","","","","","","Sí","iones de Litio","",""
"Motorola - Moto One Zoom - Gris (AT&T)","AT&T","4G LTE","Sí","128 GB","No","Qualcomm Snapdragon","25 megapixels","48 megapixels","675","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","XT2010-1","Gris","Gris","Motorola - Moto One Zoom - Gris (AT&T)","Motorola","7501882623750","","OLED","USB","","Motorola One","","4 GB","","","","","","","","iones de Litio","",""
"Apple - iPhone XR 64 GB - Blanco (AT&T)","AT&T","4G LTE","Sí","64 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Bionic con motor neural","Acelerómetro, Barómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Apple iPhone XR","","Blanco","Apple - iPhone XR 64 GB - Blanco (AT&T)","Apple","190198770790","","LCD","Lightning","","Apple iPhone XR","","","","","","","","","","iones de Litio","","Siri"
"Apple - iPhone XR 64 GB - Negro (AT&T)","AT&T","4G LTE","Sí","64 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Bionic con motor neural","Acelerómetro, Barómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Apple iPhone XR","","Negro","Apple - iPhone XR 64 GB - Negro (AT&T)","Apple","190198770455","","LCD","Lightning","","Apple iPhone XR","","","","","","","","","","iones de Litio","","Siri"
"ZTE - V8 Mini - Negro - AT&T","AT&T","4G","No","16 GB","No","No Aplicable","","","","","","Sí","","Bluetooth, Wifi","1 Año","1 Año","V8 MINI","Negro","Negro","ZTE - V8 Mini - Negro - AT&T","ZTE","7501882616714","","Otro","USB","","","Micro SIM","","microSD","14 cm","7 cm","0.8 cm","0.15 kg","","Sí","iones de Litio","",""
"Samsung - Galaxy A10s - Azul (Telcel)","TELCEL","4G LTE","No","32 GB","No","Samsung","8 megapixels","13 megapixels","","Acelerómetro, Sensor de Luz Ambiental, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Galaxy A10s","","Azul","Samsung - Galaxy A10s - Azul (Telcel)","Samsung","7506227335176","","TFT-LCD","Micro-USB","","","Nano SIM","2 GB","microSD","","","","","","","iones de Litio","","Bixby"
"Samsung - Galaxy A51 - Blanco (AT&T)","AT&T","4G LTE","Sí","128 GB","No","","32 megapixels","","Octa - Core","Acelerómetro, Barómetro, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","","Blanco","Blanco","Samsung - Galaxy A51 - Blanco (AT&T)","Samsung","7501882628465","","","","","","","4 GB","","","","","","","","","",""
"ZTE - LTE 2050 Blade V Smart - Verde (Telcel)","TELCEL","3G, 4G","Sí","128 GB","No","MediaTek","19 megapixels","13 megapixels","MT6771","","","Sí","Sí. Frontal y trasera","Bluetooth","3 meses","3 meses","ZTE BLADE V SMART","","Verde","ZTE - LTE 2050 Blade V Smart - Verde (Telcel)","ZTE","7506227335763","","TFT-LCD","Micro USB","","","","","microSD","","","","","","","Litio","",""
"Samsung - Galaxy S10 Plus 128 GB  [Último modelo] - Azul (Telcel)","TELCEL","2G, 3G, 4G, CDMA, GSM, LTE, TD-SCDMA, WCDMA (UMTS)","Sí","128 GB","Sí","Samsung Exynos","10 megapixels","16 megapixels","9820","Acelerómetro, Barómetro, Brújula, Iris recognition sensor, Sensor Geomagnético, Sensor Giroscópico, Sensor de Gestos, Sensor de Luz Ambiental, Sensor de Proximidad, Sensor de huellas dactilares","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, MIMO, Wireless A, Wireless AC, Wireless B, Wireless G, Wireless N Dual Band","1 Año","1 Año","Samsung Galaxy S10 Plus","Azul","Azul","Samsung - Galaxy S10 Plus 128 GB  [Último modelo] - Azul (Telcel)","Samsung","7506227333271","","AMOLED","USB Type C","","Samsung Galaxy S10+","Nano SIM","8 GB","microSD","15.7 cm","7.4 cm","0.78 cm","0.175 kg","No","Sí","iones de Litio","","Bixby"
"Samsung - Celular Note 20 Ultra 4G - Negro - Telcel","TELCEL","4G, GSM","Sí","256 GB","Sí","Samsung","","","Exynos 990","Acelerómetro, Barómetro, RGB light sensor, Sensor Giroscópico, Sensor de Proximidad","4.92 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi, Wireless A, Wireless AC, Wireless AX, Wireless B, Wireless G, Wireless N Dual Band","1 año","1 año","","","Negro","Samsung - Celular Note 20 Ultra 4G - Negro - Telcel","Samsung","7506227338603","Sí","AMOLED","USB Type C","","Samsung Galaxy Note20 Ultra 5G","Nano SIM","8 GB","","","","","","","","iones de Litio","Todo el día","Bixby, SmartThings"
"Samsung - Galaxy J8 - Lavanda - AT&T","AT&T","4G LTE","Sí","32 GB","No","Qualcomm","16 megapixels","16 megapixels","450","Acelerómetro, Barómetro, Brújula, Sensor de Luz Ambiental, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","J810 LVD","Lavanda","Morado","Samsung - Galaxy J8 - Lavanda - AT&T","Samsung","7501882619555","","","","","","Nano SIM","3 GB","microSD","","","","","","Sí","","",""
"Xiaomi - Redmi Note 8 - 64 GB Negro (Telcel)","TELCEL","4G LTE","Sí","64 GB","No","","13 megapixels","48 megapixels","Qualcomm Snapdragon 665 Octa-core 2.0 GHz","Acelerómetro, Brújula, Sensor Giroscópico","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","REDMI NOTE 8","Negro","Negro","Xiaomi - Redmi Note 8 - 64 GB Negro (Telcel)","Xiaomi","7506227335978","","","USB","","","","3 GB","","","","","","No","","iones de Litio","","SmartThings"
"Samsung - Galaxy 01 - Negro (AT&T)","AT&T","2G, 3G, 4G, GSM, LTE, WCDMA (UMTS)","No","16 GB","No","","5 megapixels","13 megapixels","Octa-core","Acelerómetro, Sensor de Luz Ambiental, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Galaxy 01","","Negro","Samsung - Galaxy 01 - Negro (AT&T)","Samsung","7501882628410","","TFT-LCD","Micro USB","","","Nano SIM","2 GB","microSD","14.6 cm","7 cm","0.8 cm","0.149 kg","","","","","SmartThings"
"Samsung - Note 10 Lite 128 GB - Rojo (Telcel)","TELCEL","2G, 3G, 4G, 4G LTE, GSM, LTE, WCDMA (UMTS)","Sí","128 GB","No","","32 megapixels","32 megapixels","Octa-Core","Acelerómetro, Barómetro, Brújula, Sensor de Gestos, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy Note 10 Lite","Rojo","Rojo","Samsung - Note 10 Lite 128 GB - Rojo (Telcel)","Samsung","7506227336609","","Super AMOLED Plus","USB Type C","","Samsung Galaxy Note10","Nano SIM","6 GB","microSD","16.3 cm","7.6 cm","0.8 cm","0.199 kg","","","","",""
"Motorola - Moto G9 Play - Azul - Telcel","TELCEL","4G","Sí","64 GB","No","Qualcomm","","","Qualcomm Snapdragon 662","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","XT2083-1","","Azul","Motorola - Moto G9 Play - Azul - Telcel","Motorola","7506227337859","","TFT-LCD","","","","","4 GB","","","","","0.200 kg","","","iones de Litio","48","Google Assistant"
"Huawei - Y8S - Verde (ATT)","AT&T","4G","Sí","64 GB","No","","","","HiSilicon, Kirin 710, Octa core: 4 x 2.2GHz + 4 x 1.7GHz","Acelerómetro, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","JKM-LX3","Verde","Verde","Huawei - Y8S - Verde (ATT)","Huawei","7501882630079","","LTPS-LCD","","","","","4 GB","","16.2 cm","7.7 cm","8.1 cm","0.180 kg","No","","iones de Litio","","SmartThings"
"Samsung - Galaxy Z Flip - 256 GB - Espejo Negro (Telcel)","TELCEL","2G, 3G, 4G, 4G LTE, GSM, WCDMA (UMTS)","Sí","256 GB","No","","10 megapixels","12 megapixels","Octa-Core","Acelerómetro, Barómetro, Hall effect sensor, RGB light sensor, Sensor Geomagnético, Sensor Giroscópico, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wireless A, Wireless AC, Wireless B, Wireless G, Wireless N","1 Año","1 Año","SM-F700FZPDMXO","Espejo Negro","Negro","Samsung - Galaxy Z Flip - 256 GB - Espejo Negro (Telcel)","Samsung","7506227336968","","Super AMOLED","USB Type C","","Samsung Galaxy Z Flip","","8 GB","","16.7 cm","7.3 cm","0.7 cm","0.183 kg","","","","",""
"Samsung - Galaxy A20s - Negro (AT&T)","AT&T","4G LTE","No","32 GB","No","","8 megapixels","13 megapixels","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A20s","Negro","Negro","Samsung - Galaxy A20s - Negro (AT&T)","Samsung","7501882623576","","","USB Type C","","","","","","","","","","","","","",""
"Xiaomi - Xiaomi Redmi 9 - 32 GB - Verde (AT&T)","AT&T","4G LTE","Sí","32 GB","No","MediaTek","8 megapixels","13 megapixels","Helio G80","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Xiaomi Redmi 9","Verde","Verde","Xiaomi - Xiaomi Redmi 9 - 32 GB - Verde (AT&T)","Xiaomi","7501882632592","","","USB Type C","","","","3 GB","","","","","","","","","",""
"Huawei - Y8S - Negro (ATT)","AT&T","4G","Sí","64 GB","No","","","","HiSilicon, Kirin 710, Octa core: 4 x 2.2GHz + 4 x 1.7GHz","Acelerómetro, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","JKM-LX3","Negro","Negro","Huawei - Y8S - Negro (ATT)","Huawei","7501882630055","","LTPS-LCD","","","","","4 GB","","16.2 cm","7.7 cm","8.1 cm","0.180 kg","No","","iones de Litio","","SmartThings"
